B_T,H_A_per_m
1.8291583166332666,18937.875751503005
1.8297094188376755,19038.07615230461
1.8302605210420841,19138.276553106214
1.830811623246493,19238.476953907815
1.8313627254509017,19338.67735470942
1.8319138276553106,19438.87775551102
1.8324649298597195,19539.078156312626
1.8330160320641282,19639.27855711423
1.8335671342685371,19739.47895791583
1.8341182364729458,19839.679358717436
1.8346693386773547,19939.879759519037
1.8352204408817636,20040.080160320642
1.8357715430861723,20140.280561122247
1.8363226452905812,20240.480961923848
1.83687374749499,20340.681362725452
1.8374248496993988,20440.881763527053
1.8379759519038077,20541.082164328658
1.8385270541082164,20641.282565130263
1.8390781563126253,20741.482965931864
1.8396292585170342,20841.68336673347
1.8401803607214429,20941.88376753507
1.8407314629258518,21042.084168336674
1.8412825651302605,21142.284569138275
1.8418336673346694,21242.48496993988
1.8423847695390783,21342.685370741485
1.842935871743487,21442.885771543086
1.8434869739478958,21543.08617234469
1.8440380761523045,21643.28657314629
1.8445891783567134,21743.486973947896
1.8451402805611223,21843.6873747495
1.845691382765531,21943.887775551102
1.84624248496994,22044.088176352707
1.8467935871743486,22144.288577154308
1.8473446893787575,22244.488977955913
1.8478957915831664,22344.689378757517
1.848446893787575,22444.88977955912
1.848997995991984,22545.090180360723
1.849549098196393,22645.290581162324
1.8501002004008016,22745.49098196393
1.8506513026052105,22845.69138276553
1.8512024048096192,22945.891783567135
1.851753507014028,23046.09218436874
1.852304609218437,23146.29258517034
1.8528557114228457,23246.492985971945
1.8534068136272546,23346.693386773546
1.8539579158316633,23446.89378757515
1.8545090180360722,23547.094188376755
1.855060120240481,23647.294589178357
1.8556112224448897,23747.49498997996
1.8561623246492986,23847.695390781562
1.8567134268537075,23947.895791583167
1.8572645290581162,24048.09619238477
1.8578156312625251,24148.296593186373
1.8583667334669338,24248.496993987977
1.8589178356713427,24348.69739478958
1.8594689378757514,24448.897795591183
1.8600200400801603,24549.098196392788
1.8605711422845692,24649.29859719439
1.861122244488978,24749.498997995994
1.8616733466933868,24849.699398797595
1.8622244488977957,24949.8997995992
1.8627755511022044,25050.1002004008
1.8633266533066133,25150.300601202405
1.863877755511022,25250.50100200401
1.8644288577154309,25350.70140280561
1.8649799599198398,25450.901803607216
1.8655310621242485,25551.102204408817
1.8660821643286574,25651.30260521042
1.866633266533066,25751.503006012026
1.867184368737475,25851.703406813627
1.8677354709418839,25951.903807615232
1.8682865731462925,26052.104208416833
1.8688376753507014,26152.304609218438
1.8693887775551103,26252.505010020042
1.869939879759519,26352.705410821643
1.870490981963928,26452.905811623248
1.8710420841683366,26553.10621242485
1.8715931863727455,26653.306613226454
1.8721442885771542,26753.507014028055
1.872695390781563,26853.70741482966
1.873246492985972,26953.907815631264
1.8737975951903807,27054.108216432865
1.8743486973947896,27154.30861723447
1.8748997995991985,27254.50901803607
1.8754509018036072,27354.709418837676
1.876002004008016,27454.90981963928
1.8765531062124248,27555.11022044088
1.8771042084168337,27655.310621242486
1.8776553106212426,27755.511022044087
1.8782064128256513,27855.711422845692
1.8787575150300602,27955.911823647297
1.8793086172344688,28056.112224448898
1.8798597194388778,28156.312625250503
1.8804108216432867,28256.513026052104
1.8809619238476953,28356.71342685371
1.8815130260521042,28456.913827655313
1.8820641282565131,28557.114228456914
1.8826152304609218,28657.31462925852
1.8831663326653307,28757.51503006012
1.8837174348697394,28857.715430861725
1.8842685370741483,28957.915831663326
1.8848196392785572,29058.11623246493
1.885370741482966,29158.316633266535
1.8859218436873748,29258.517034068136
1.8864729458917835,29358.71743486974
1.8870240480961924,29458.917835671342
1.8875751503006013,29559.118236472947
1.88812625250501,29659.31863727455
1.8886773547094189,29759.519038076152
1.8892284569138276,29859.719438877757
1.8897795591182365,29959.919839679358
1.8903306613226454,30060.120240480963
1.890881763527054,30160.320641282568
1.891432865731463,30260.52104208417
1.8919839679358716,30360.721442885773
1.8925350701402806,30460.921843687374
1.8930861723446895,30561.12224448898
1.8936372745490981,30661.32264529058
1.894188376753507,30761.523046092185
1.894739478957916,30861.72344689379
1.8952905811623246,30961.92384769539
1.8958416833667335,31062.124248496995
1.8963927855711422,31162.324649298596
1.8969438877755511,31262.5250501002
1.89749498997996,31362.725450901806
1.8980460921843687,31462.925851703407
1.8985971943887776,31563.12625250501
1.8991482965931863,31663.326653306613
1.8996993987975952,31763.527054108217
1.900250501002004,31863.727454909822
1.9008016032064128,31963.927855711423
1.9013527054108217,32064.128256513028
1.9019038076152304,32164.32865731463
1.9024549098196393,32264.529058116234
1.9030060120240482,32364.72945891784
1.9035571142284569,32464.92985971944
1.9041082164328658,32565.130260521044
1.9046593186372744,32665.330661322645
1.9052104208416833,32765.53106212425
1.9057615230460923,32865.731462925854
1.906312625250501,32965.931863727455
1.9068637274549098,33066.13226452906
1.9074148296593187,33166.332665330665
1.9079659318637274,33266.533066132266
1.9085170340681363,33366.73346693387
1.9090681362725452,33466.933867735475
1.909619238476954,33567.13426853708
1.9101703406813628,33667.33466933868
1.9107214428857715,33767.53507014028
1.9112725450901804,33867.73547094189
1.911823647294589,33967.93587174349
1.912374749498998,34068.13627254509
1.912925851703407,34168.3366733467
1.9134769539078156,34268.5370741483
1.9140280561122245,34368.7374749499
1.9145791583166332,34468.9378757515
1.915130260521042,34569.13827655311
1.915681362725451,34669.33867735471
1.9162324649298597,34769.53907815631
1.9167835671342686,34869.73947895792
1.9173346693386772,34969.93987975952
1.9178857715430861,35070.14028056112
1.918436873747495,35170.34068136273
1.9189879759519037,35270.54108216433
1.9195390781563126,35370.74148296593
1.9200901803607215,35470.94188376753
1.9206412825651302,35571.14228456914
1.9211923847695391,35671.34268537074
1.9217434869739478,35771.54308617234
1.9222945891783567,35871.74348697395
1.9228456913827656,35971.94388777555
1.9233967935871743,36072.144288577154
1.9239478957915832,36172.344689378755
1.924498997995992,36272.54509018036
1.9250501002004008,36372.745490981964
1.9256012024048097,36472.945891783565
1.9261523046092184,36573.146292585174
1.9267034068136273,36673.346693386775
1.9272545090180362,36773.547094188376
1.9278056112224449,36873.747494989984
1.9283567134268538,36973.947895791585
1.9289078156312625,37074.14829659319
1.9294589178356714,37174.34869739479
1.9300100200400803,37274.549098196396
1.930561122244489,37374.749498998
1.9311122244488979,37474.9498997996
1.9316633266533065,37575.150300601206
1.9322144288577154,37675.35070140281
1.9327655310621243,37775.55110220441
1.933316633266533,37875.75150300601
1.933867735470942,37975.95190380762
1.9344188376753506,38076.15230460922
1.9349699398797595,38176.35270541082
1.9355210420841684,38276.55310621243
1.936072144288577,38376.75350701403
1.936623246492986,38476.95390781563
1.9371743486973947,38577.15430861724
1.9377254509018036,38677.35470941884
1.9382765531062125,38777.55511022044
1.9388276553106212,38877.75551102204
1.93937875751503,38977.95591182365
1.939929859719439,39078.15631262525
1.9404809619238477,39178.35671342685
1.9410320641282566,39278.55711422846
1.9415831663326653,39378.75751503006
1.9421342685370742,39478.95791583166
1.9426853707414828,39579.158316633264
1.9432364729458917,39679.35871743487
1.9437875751503007,39779.55911823647
1.9443386773547093,39879.759519038074
1.9448897795591182,39979.95991983968
1.9454408817635271,40080.160320641284
1.9459919839679358,40180.360721442885
1.9465430861723447,40280.56112224449
1.9470941883767536,40380.761523046094
1.9476452905811623,40480.961923847695
1.9481963927855712,40581.162324649296
1.94874749498998,40681.362725450905
1.9492985971943888,40781.563126252506
1.9498496993987975,40881.76352705411
1.9504008016032064,40981.963927855715
1.9509519038076153,41082.164328657316
1.951503006012024,41182.36472945892
1.9520541082164329,41282.565130260526
1.9526052104208418,41382.76553106213
1.9531563126252505,41482.96593186373
1.9537074148296594,41583.16633266533
1.954258517034068,41683.36673346694
1.954809619238477,41783.56713426854
1.9553607214428856,41883.76753507014
1.9559118236472945,41983.96793587175
1.9564629258517034,42084.16833667335
1.9570140280561121,42184.36873747495
1.957565130260521,42284.56913827655
1.95811623246493,42384.76953907816
1.9586673346693386,42484.96993987976
1.9592184368737475,42585.17034068136
1.9597695390781564,42685.37074148297
1.9603206412825651,42785.57114228457
1.960871743486974,42885.77154308617
1.9614228456913827,42985.97194388778
1.9619739478957916,43086.17234468938
1.9625250501002003,43186.37274549098
1.9630761523046092,43286.57314629258
1.963627254509018,43386.77354709419
1.9641783567134268,43486.97394789579
1.9647294589178357,43587.174348697394
1.9652805611222446,43687.374749499
1.9658316633266533,43787.5751503006
1.9663827655310622,43887.775551102204
1.9669338677354709,43987.975951903805
1.9674849699398798,44088.17635270541
1.9680360721442887,44188.376753507015
1.9685871743486973,44288.577154308616
1.9691382765531062,44388.777555110224
1.969689378757515,44488.977955911825
1.9702404809619238,44589.178356713426
1.9707915831663327,44689.378757515035
1.9713426853707414,44789.579158316636
1.9718937875751503,44889.77955911824
1.972444889779559,44989.97995991984
1.972995991983968,45090.180360721446
1.9735470941883768,45190.38076152305
1.9740981963927855,45290.58116232465
1.9746492985971944,45390.78156312626
1.975200400801603,45490.98196392786
1.975751503006012,45591.18236472946
1.976302605210421,45691.38276553106
1.9768537074148296,45791.58316633267
1.9774048096192385,45891.78356713427
1.9779559118236474,45991.98396793587
1.978507014028056,46092.18436873748
1.979058116232465,46192.38476953908
1.9796092184368737,46292.58517034068
1.9801603206412826,46392.78557114229
1.9807114228456915,46492.98597194389
1.9812625250501001,46593.18637274549
1.981813627254509,46693.38677354709
1.9823647294589177,46793.5871743487
1.9829158316633266,46893.7875751503
1.9834669338677355,46993.9879759519
1.9840180360721442,47094.18837675351
1.9845691382765531,47194.38877755511
1.985120240480962,47294.58917835671
1.9856713426853707,47394.789579158314
1.9862224448897796,47494.98997995992
1.9867735470941883,47595.19038076152
1.9873246492985972,47695.390781563125
1.987875751503006,47795.59118236473
1.9884268537074148,47895.791583166334
1.9889779559118237,47995.991983967935
1.9895290581162324,48096.19238476954
1.9900801603206413,48196.392785571144
1.9906312625250502,48296.593186372746
1.9911823647294589,48396.79358717435
1.9917334669338678,48496.993987975955
1.9922845691382765,48597.194388777556
1.9928356713426854,48697.39478957916
1.9933867735470943,48797.595190380765
1.993937875751503,48897.79559118237
1.9944889779559118,48997.99599198397
1.9950400801603208,49098.196392785576
1.9955911823647294,49198.39679358718
1.9961422845691383,49298.59719438878
1.996693386773547,49398.79759519038
1.997244488977956,49498.99799599199
1.9977955911823648,49599.19839679359
1.9983466933867735,49699.39879759519
1.9988977955911824,49799.5991983968
1.999448897795591,49899.7995991984
2.0,50000.0
